Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source,Locality_Encoded,Furnishing_Encoded,Locality_Tier,Locality_Tier_Encoded,BHK_Tier_Interaction
"2 BHK Flat for Sale in Laxmi Villa 2, Naroda, Ahmedabad",40.0,110.0,2.0,2.0,Unfurnished,Owner,"Laxmi Villa 2, Naroda, Ahmedabad",Ahmedabad,MagicBricks,472,2,Mid-Range,2,4.0
"1 BHK Flat for Sale in Adani Pratham, Sarkhej Gandhinagar Highway, Ahmedabad",39.0,677.0,1.0,1.0,Semi-Furnished,Owner,"Adani Pratham, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,51,1,High-End,1,1.0
"4 BHK Flat for Sale in HN Riviera Woods, Shela, Ahmedabad",3.0,3538.0,4.0,3.0,Furnished,Owner,"Hn Riviera Woods, Shela, Ahmedabad",Ahmedabad,MagicBricks,368,0,Budget,0,0.0
"3 BHK Flat for Sale in Gulab Tower, Thaltej Road, Ahmedabad",91.0,1420.0,3.0,3.0,Furnished,Owner,"Gulab Tower, Thaltej Road, Ahmedabad",Ahmedabad,MagicBricks,348,0,Premium,3,9.0
"3 BHK Flat for Sale in SNA Al Arsh 3, Juhapura, Ahmedabad",1.05,200.0,3.0,3.0,Unfurnished,Owner,"Sna Al Arsh 3, Juhapura, Ahmedabad",Ahmedabad,MagicBricks,1025,2,Budget,0,0.0
"1 BHK Flat for Sale in Aakruti Township, Narolgam, Ahmedabad",21.0,630.0,1.0,1.0,Unfurnished,Owner,"Aakruti Township, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,14,2,Mid-Range,2,2.0
"3 BHK Flat for Sale in Bodakdev, Ahmedabad",1.35,1225.0,3.0,3.0,Furnished,Owner,"Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,184,0,Budget,0,0.0
"4 BHK Flat for Sale in Satyam Skyline 2, AEC Char Rasta, Ahmedabad",1.85,1550.0,4.0,3.0,Unfurnished,Owner,"Satyam Skyline 2, Aec Char Rasta, Ahmedabad",Ahmedabad,MagicBricks,825,2,Budget,0,0.0
"Studio Apartment for Sale in 7 Oak Shangri La, Dholera, Ahmedabad",45.0,1462.0,3.0,3.0,Unfurnished,Owner,"7 Oak Shangri La, Dholera, Ahmedabad",Ahmedabad,MagicBricks,3,2,High-End,1,3.0
"5 BHK Flat for Sale in Saanvi Skydeck Serene, Godhavi, Ahmedabad",2.75,2050.0,5.0,3.0,Unfurnished,Owner,"Saanvi Skydeck Serene, Godhavi, Ahmedabad",Ahmedabad,MagicBricks,740,2,Budget,0,0.0
"2 BHK Flat for Sale in Swaminaray appartment, Narolgam, Ahmedabad",21.0,1020.0,2.0,2.0,Unfurnished,Owner,"Swaminaray Appartment, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,1078,2,Mid-Range,2,4.0
"4 BHK Flat for Sale in Riviera Majestica, Shela, Ahmedabad",2.27,2271.0,4.0,3.0,Unfurnished,Owner,"Riviera Majestica, Shela, Ahmedabad",Ahmedabad,MagicBricks,720,2,Budget,0,0.0
"3 BHK Flat for Sale in Shagun Plaza, Vastrapur, Ahmedabad",72.0,117.0,3.0,3.0,Semi-Furnished,Owner,"Shagun Plaza, Vastrapur, Ahmedabad",Ahmedabad,MagicBricks,861,1,Premium,3,9.0
"3 BHK Flat for Sale in Skylon, Gota Gam, Ahmedabad",1.3,1890.0,3.0,3.0,Semi-Furnished,Owner,"Skylon, Gota Gam, Ahmedabad",Ahmedabad,MagicBricks,1021,1,Budget,0,0.0
"4 BHK Flat for Sale in North One, Ambli, Ahmedabad",4.27,5900.0,4.0,3.0,Semi-Furnished,Owner,"North One, Ambli, Ahmedabad",Ahmedabad,MagicBricks,587,1,Budget,0,0.0
"1 BHK Flat for Sale in Devashray City, Sardar Patel Ring Road, Ahmedabad",15.5,354.0,1.0,1.0,Semi-Furnished,Owner,"Devashray City, Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks,224,1,Mid-Range,2,2.0
"3 BHK Flat for Sale in Swati Chrysantha, Shela, Ahmedabad",80.0,1486.0,3.0,3.0,Furnished,Owner,"Swati Chrysantha, Shela, Ahmedabad",Ahmedabad,MagicBricks,1091,0,Premium,3,9.0
"3 BHK Flat for Sale in Avibhanam Panache, Vaishnodevi Circle, Ahmedabad",1.35,265.0,3.0,3.0,Unfurnished,Owner,"Avibhanam Panache, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,147,2,Budget,0,0.0
"2 BHK Flat for Sale in Jemn Sampriya, Sentossa Greenland, Ahmedabad",65.0,621.0,2.0,2.0,Unfurnished,Owner,"Jemn Sampriya, Sentossa Greenland, Ahmedabad",Ahmedabad,MagicBricks,398,2,Premium,3,6.0
"4 BHK Flat for Sale in Adani Ambrosia, Vaishnodevi Circle, Ahmedabad",2.66,2063.0,4.0,3.0,Unfurnished,Agent,"Adani Ambrosia, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,45,2,Budget,0,0.0
"3 BHK Flat for Sale in Goyal Orchid Gold, Sanathal, Ahmedabad",1.27,2395.0,3.0,3.0,Unfurnished,Owner,"Goyal Orchid Gold, Sanathal, Ahmedabad",Ahmedabad,MagicBricks,331,2,Budget,0,0.0
2 BHK Flat for Sale in Ahmedabad,46.0,1000.0,2.0,2.0,Furnished,Agent,Ahmedabad,Ahmedabad,MagicBricks,66,0,Mid-Range,2,4.0
"3 BHK Flat for Sale in Keshav Galaxy, Naroda, Ahmedabad",65.0,154.0,3.0,3.0,Unfurnished,Owner,"Keshav Galaxy, Naroda, Ahmedabad",Ahmedabad,MagicBricks,439,2,Premium,3,9.0
"4 BHK Flat for Sale in Shivalik Edge, Ambli, Ahmedabad",2.5,2150.0,4.0,3.0,Unfurnished,Owner,"Shivalik Edge, Ambli, Ahmedabad",Ahmedabad,MagicBricks,914,2,Budget,0,0.0
"3 BHK Flat for Sale in Jagatpur, Ahmedabad",85.0,575.0,3.0,3.0,Semi-Furnished,Owner,"Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,392,1,Mid-Range,2,6.0
"2 BHK Flat for Sale in Gala Celestia, Vaishnodevi Circle, Ahmedabad",85.0,643.0,2.0,2.0,Semi-Furnished,Owner,"Gala Celestia, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,273,1,High-End,1,2.0
"2 BHK Flat for Sale in Vastral, Ahmedabad",42.0,352.0,2.0,2.0,Furnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks,1159,0,Mid-Range,2,4.0
"3 BHK Flat for Sale in Vasna, Ahmedabad",79.0,882.0,3.0,3.0,Semi-Furnished,Owner,"Vasna, Ahmedabad",Ahmedabad,MagicBricks,1158,1,High-End,1,3.0
"3 BHK Flat for Sale in Devnandan Gunjan Flat, Ahmedabad",1.1,1750.0,3.0,3.0,Unfurnished,Owner,"Devnandan Gunjan Flat, Ahmedabad",Ahmedabad,MagicBricks,228,2,Budget,0,0.0
"2 BHK Flat for Sale in Orchid Green Field, Sardar Patel Ring Road, Ahmedabad",52.0,1140.0,2.0,2.0,Semi-Furnished,Owner,"Orchid Green Field, Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks,603,1,High-End,1,2.0
4 BHK Flat for Sale in Ahmedabad,82.0,1550.0,4.0,3.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,8.0
"3 BHK Flat for Sale in Celestial Garden Living, Shilaj, Ahmedabad",82.7,968.0,3.0,3.0,Unfurnished,Owner,"Celestial Garden Living, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,189,2,Premium,3,9.0
"3 BHK Flat for Sale in Shikhar Elegance, Nana Chiloda, Ahmedabad",91.0,1400.0,3.0,3.0,Furnished,Owner,"Shikhar Elegance, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks,897,0,Premium,3,9.0
"2 BHK Flat for Sale in Ghatlodiya, Ahmedabad",45.0,85.0,2.0,2.0,Furnished,Owner,"Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks,305,0,High-End,1,2.0
"3 BHK Flat for Sale in Shela, Ahmedabad",59.0,1435.0,3.0,3.0,Unfurnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks,892,2,High-End,1,3.0
"2 BHK Flat for Sale in Aakruti Township, Narolgam, Ahmedabad",21.0,1040.0,2.0,2.0,Semi-Furnished,Owner,"Aakruti Township, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,14,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Chamunda Nagar New Ranip, Ahmedabad",45.0,9500.0,2.0,2.0,Unfurnished,Owner,"Chamunda Nagar New Ranip, Ahmedabad",Ahmedabad,MagicBricks,190,2,High-End,1,2.0
"3 BHK Flat for Sale in Shivalik Sharda Parkview, Shela, Ahmedabad",70.0,1440.0,3.0,3.0,Unfurnished,Owner,"Shivalik Sharda Parkview, Shela, Ahmedabad",Ahmedabad,MagicBricks,919,2,Premium,3,9.0
"2 BHK Flat for Sale in Bakeri Shaunak Apartments, Vejalpur, Jivraj park, Ahmedabad",42.0,536.0,2.0,2.0,Furnished,Owner,"Bakeri Shaunak Apartments, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,160,0,High-End,1,2.0
"2 BHK Flat for Sale in Bopal, Ahmedabad",37.0,810.0,2.0,2.0,Semi-Furnished,Owner,"Bopal, Ahmedabad",Ahmedabad,MagicBricks,187,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in ZION WINDFIELD, Thaltej, Ahmedabad",2.41,2598.0,3.0,3.0,Furnished,Agent,"Zion Windfield, Thaltej, Ahmedabad",Ahmedabad,MagicBricks,1213,0,Budget,0,0.0
"3 BHK Flat for Sale in Satellite, Ahmedabad",2.49,1420.0,3.0,3.0,Furnished,Owner,"Satellite, Ahmedabad",Ahmedabad,MagicBricks,821,0,High-End,1,3.0
"2 BHK Flat for Sale in Parishkaar, Khokhra, Ahmedabad",55.0,1027.0,2.0,2.0,Semi-Furnished,Owner,"Parishkaar, Khokhra, Ahmedabad",Ahmedabad,MagicBricks,624,1,Premium,3,6.0
"3 BHK Flat for Sale in Samvaad Samanvay, Chandkheda, Ahmedabad",68.0,860.0,3.0,3.0,Semi-Furnished,Owner,"Samvaad Samanvay, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,776,1,Premium,3,9.0
"3 BHK Flat for Sale in Maninagar, Ahmedabad",1.89,1890.0,3.0,3.0,Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks,504,0,High-End,1,3.0
"4 BHK Flat for Sale in Shreenath Classic, Nana Chiloda, Ahmedabad",1.15,1600.0,4.0,3.0,Semi-Furnished,Owner,"Shreenath Classic, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks,953,1,Budget,0,0.0
"3 BHK Flat for Sale in Goyal Intercity, Memnagar, Ahmedabad",1.1,1260.0,3.0,3.0,Unfurnished,Owner,"Goyal Intercity, Memnagar, Ahmedabad",Ahmedabad,MagicBricks,328,2,Mid-Range,2,6.0
"1 BHK Flat for Sale in Samruddhi Residency, Narolgam, Ahmedabad",35.0,700.0,1.0,1.0,Furnished,Owner,"Samruddhi Residency, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,774,0,Mid-Range,2,2.0
"3 BHK Flat for Sale in Adani The Meadows, Vaishnodevi Circle, Ahmedabad",1.48,1850.0,3.0,3.0,Furnished,Owner,"Adani The Meadows, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,59,0,Mid-Range,2,6.0
"2 BHK Flat for Sale in Savaliya Krish Elite, Nikol, Ahmedabad",40.0,981.0,2.0,2.0,Semi-Furnished,Owner,"Savaliya Krish Elite, Nikol, Ahmedabad",Ahmedabad,MagicBricks,833,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in Thaltej, Ahmedabad",70.0,819.0,3.0,2.0,Semi-Furnished,Owner,"Thaltej, Ahmedabad",Ahmedabad,MagicBricks,1109,1,Mid-Range,2,6.0
"3 BHK Flat for Sale in Maple County II, PRL Colony, Thaltej, Ahmedabad",1.49,1620.0,3.0,3.0,Semi-Furnished,Agent,"Maple County Ii, Prl Colony, Thaltej, Ahmedabad",Ahmedabad,MagicBricks,510,1,Budget,0,0.0
"3 BHK Flat for Sale in Maninagar, Ahmedabad",97.0,1209.0,3.0,3.0,Unfurnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks,504,2,High-End,1,3.0
"2 BHK Flat for Sale in Amrapali Apartment, Bodakdev, Ahmedabad",70.0,1000.0,2.0,2.0,Furnished,Owner,"Amrapali Apartment, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,82,0,Premium,3,6.0
"2 BHK Flat for Sale in Shikhar Shantim, Bopal, Ahmedabad",72.0,729.0,2.0,2.0,Semi-Furnished,Owner,"Shikhar Shantim, Bopal, Ahmedabad",Ahmedabad,MagicBricks,898,1,Premium,3,6.0
"2 BHK Flat for Sale in Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",60.0,1070.0,2.0,2.0,Unfurnished,Owner,"Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,610,2,High-End,1,2.0
"3 BHK Flat for Sale in Bhavya Royal Homes, Gota, Ahmedabad",95.0,190.0,3.0,3.0,Furnished,Owner,"Bhavya Royal Homes, Gota, Ahmedabad",Ahmedabad,MagicBricks,173,0,Premium,3,9.0
"3 BHK Flat for Sale in Neelkanth Riverview, Shahibag, Ahmedabad",1.75,1750.0,3.0,3.0,Semi-Furnished,Owner,"Neelkanth Riverview, Shahibag, Ahmedabad",Ahmedabad,MagicBricks,564,1,Budget,0,0.0
"2 BHK Flat for Sale in ICB Island, Gota, Ahmedabad",58.0,270.0,2.0,2.0,Furnished,Agent,"Icb Island, Gota, Ahmedabad",Ahmedabad,MagicBricks,377,0,High-End,1,2.0
2 BHK Flat for Sale in Ahmedabad,48.5,678.0,2.0,2.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,4.0
"1 BHK Flat for Sale in Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",35.0,450.0,1.0,1.0,Furnished,Owner,"Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,1195,0,Mid-Range,2,2.0
"2 BHK Flat for Sale in Gajanand Bhagvat Enclave, Ghodasar, Ahmedabad",40.5,650.0,2.0,2.0,Unfurnished,Owner,"Gajanand Bhagvat Enclave, Ghodasar, Ahmedabad",Ahmedabad,MagicBricks,272,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Shela, Ahmedabad",1.3,2000.0,3.0,3.0,Semi-Furnished,Agent,"Shela, Ahmedabad",Ahmedabad,MagicBricks,892,1,High-End,1,3.0
"1 BHK Flat for Sale in Aditya Oasis, Lambha, Ahmedabad",27.0,8000.0,1.0,1.0,Unfurnished,Owner,"Aditya Oasis, Lambha, Ahmedabad",Ahmedabad,MagicBricks,64,2,Mid-Range,2,2.0
"2 BHK Flat for Sale in Stavan Ample, Gota, Ahmedabad",56.0,1223.0,2.0,2.0,Unfurnished,Owner,"Stavan Ample, Gota, Ahmedabad",Ahmedabad,MagicBricks,1041,2,High-End,1,2.0
"3 BHK Flat for Sale in Kankaria, Ahmedabad",90.0,250.0,3.0,3.0,Semi-Furnished,Owner,"Kankaria, Ahmedabad",Ahmedabad,MagicBricks,420,1,Premium,3,9.0
"3 BHK Flat for Sale in Aaryan Embassy, Ambli, Ahmedabad",99.0,1440.0,3.0,3.0,Unfurnished,Agent,"Aaryan Embassy, Ambli, Ahmedabad",Ahmedabad,MagicBricks,27,2,Premium,3,9.0
"3 BHK Flat for Sale in Aashray Arise, Shilaj, Ahmedabad",70.0,1300.0,3.0,3.0,Furnished,Owner,"Aashray Arise, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,30,0,Premium,3,9.0
"2 BHK Flat for Sale in Chandlodiya, Ahmedabad",58.0,130.0,2.0,2.0,Furnished,Owner,"Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks,194,0,High-End,1,2.0
"4 BHK Flat for Sale in Thaltej Shilaj Road, Ahmedabad",3.79,5241.0,4.0,3.0,Unfurnished,Owner,"Thaltej Shilaj Road, Ahmedabad",Ahmedabad,MagicBricks,1108,2,Budget,0,0.0
"3 BHK Flat for Sale in United Serene Elegancy, Ambli, Ahmedabad",1.05,963.0,3.0,3.0,Unfurnished,Owner,"United Serene Elegancy, Ambli, Ahmedabad",Ahmedabad,MagicBricks,1136,2,Budget,0,0.0
"2 BHK Flat for Sale in Chandkheda, Ahmedabad",49.5,381.0,2.0,2.0,Furnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,193,0,High-End,1,2.0
"2 BHK Flat for Sale in Western Park, Juhapura, Ahmedabad",64.0,125.0,2.0,2.0,Unfurnished,Owner,"Western Park, Juhapura, Ahmedabad",Ahmedabad,MagicBricks,1204,2,Premium,3,6.0
"3 BHK Flat for Sale in Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",70.0,787.0,3.0,3.0,Semi-Furnished,Owner,"Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,610,1,High-End,1,3.0
"3 BHK Flat for Sale in Swati Premier, Shantipura Circle, Ahmedabad",1.09,1285.0,3.0,3.0,Unfurnished,Owner,"Swati Premier, Shantipura Circle, Ahmedabad",Ahmedabad,MagicBricks,1094,2,Budget,0,0.0
"3 BHK Flat for Sale in Prestige Tower, Bodakdev, Ahmedabad",1.65,2000.0,3.0,3.0,Furnished,Agent,"Prestige Tower, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,664,0,Budget,0,0.0
"1 BHK Flat for Sale in Umang Aslali, Aslali, Ahmedabad",13.0,7500.0,1.0,1.0,Unfurnished,Owner,"Umang Aslali, Aslali, Ahmedabad",Ahmedabad,MagicBricks,1130,2,Mid-Range,2,2.0
"1 BHK Flat for Sale in Godhavi, Ahmedabad",20.0,9500.0,1.0,1.0,Furnished,Owner,"Godhavi, Ahmedabad",Ahmedabad,MagicBricks,310,0,Mid-Range,2,2.0
"2 BHK Flat for Sale in Hathijan, Ahmedabad",38.0,127.0,2.0,2.0,Furnished,Owner,"Hathijan, Ahmedabad",Ahmedabad,MagicBricks,362,0,Mid-Range,2,4.0
"2 BHK Flat for Sale in Narolgam, Ahmedabad",27.0,756.0,2.0,2.0,Semi-Furnished,Owner,"Narolgam, Ahmedabad",Ahmedabad,MagicBricks,550,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in VP Kiva 261, Vejalpur, Jivraj park, Ahmedabad",2.07,1520.0,3.0,3.0,Unfurnished,Agent,"Vp Kiva 261, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,1189,2,Budget,0,0.0
Studio Apartment for Sale in Ahmedabad,1.0,170.0,1.0,1.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,2.0
"1 BHK Flat for Sale in Ripam Residency, New Ranip, Ahmedabad",30.0,356.0,1.0,1.0,Unfurnished,Owner,"Ripam Residency, New Ranip, Ahmedabad",Ahmedabad,MagicBricks,713,2,Mid-Range,2,2.0
"2 BHK Flat for Sale in Ramol, Amraiwadi, Ahmedabad",35.0,60.0,2.0,2.0,Furnished,Owner,"Ramol, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks,699,0,Mid-Range,2,4.0
"1 BHK Flat for Sale in Shahibag, Ahmedabad",30.5,700.0,1.0,1.0,Furnished,Owner,"Shahibag, Ahmedabad",Ahmedabad,MagicBricks,863,0,Mid-Range,2,2.0
"1 BHK Flat for Sale in Akshardham Heights, Vastral, Ahmedabad",20.0,585.0,1.0,1.0,Unfurnished,Owner,"Akshardham Heights, Vastral, Ahmedabad",Ahmedabad,MagicBricks,72,2,Mid-Range,2,2.0
"3 BHK Flat for Sale in Shukan Residency, Chandlodiya, Ahmedabad",90.0,175.0,3.0,3.0,Unfurnished,Owner,"Shukan Residency, Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks,977,2,Premium,3,9.0
"2 BHK Flat for Sale in Paldi, Ahmedabad",58.0,815.0,2.0,2.0,Semi-Furnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks,613,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in Oeuvre Iconic, Bodakdev, Ahmedabad",2.28,1651.0,3.0,3.0,Unfurnished,Owner,"Oeuvre Iconic, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,588,2,Budget,0,0.0
"2 BHK Flat for Sale in Narayankrupa Krupal Bachpan, Shela, Ahmedabad",40.4,1170.0,2.0,2.0,Unfurnished,Owner,"Narayankrupa Krupal Bachpan, Shela, Ahmedabad",Ahmedabad,MagicBricks,546,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Sharan Sanidhya Royal, Chandkheda, Ahmedabad",95.0,1553.0,3.0,3.0,Furnished,Owner,"Sharan Sanidhya Royal, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,880,0,Premium,3,9.0
"2 BHK Flat for Sale in VandeMatram Prime, Gota, Ahmedabad",55.0,1242.0,2.0,2.0,Semi-Furnished,Owner,"Vandematram Prime, Gota, Ahmedabad",Ahmedabad,MagicBricks,1153,1,High-End,1,2.0
"2 BHK Flat for Sale in Vatva, Ahmedabad",17.0,441.0,2.0,2.0,Unfurnished,Owner,"Vatva, Ahmedabad",Ahmedabad,MagicBricks,1163,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Orchid Greenfields, South Bopal, Bopal, Ahmedabad",78.0,1709.0,3.0,3.0,Unfurnished,Owner,"Orchid Greenfields, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,604,2,Premium,3,9.0
"1 BHK Flat for Sale in Sabarmati, Ahmedabad",32.5,590.0,1.0,1.0,Semi-Furnished,Owner,"Sabarmati, Ahmedabad",Ahmedabad,MagicBricks,742,1,Mid-Range,2,2.0
"2 BHK Flat for Sale in Nava Vadaj, Ahmedabad",65.0,104.0,2.0,2.0,Furnished,Owner,"Nava Vadaj, Ahmedabad",Ahmedabad,MagicBricks,553,0,Premium,3,6.0
"3 BHK Flat for Sale in DB Diwali Elegance, Vaishnodevi Circle, Ahmedabad",69.8,1036.0,3.0,3.0,Unfurnished,Owner,"Db Diwali Elegance, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,207,2,Premium,3,9.0
"1 BHK Flat for Sale in Maninagar East, Maninagar, Ahmedabad",20.0,270.0,1.0,1.0,Semi-Furnished,Owner,"Maninagar East, Maninagar, Ahmedabad",Ahmedabad,MagicBricks,502,1,Mid-Range,2,2.0
"2 BHK Flat for Sale in Maninagar, Ahmedabad",75.0,1430.0,2.0,2.0,Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks,504,0,High-End,1,2.0
"2 BHK Flat for Sale in Prathna Exotica, Nikol, Ahmedabad",55.0,1260.0,2.0,2.0,Furnished,Owner,"Prathna Exotica, Nikol, Ahmedabad",Ahmedabad,MagicBricks,652,0,High-End,1,2.0
"1 BHK Flat for Sale in Chandkheda, Ahmedabad",42.0,1170.0,1.0,1.0,Unfurnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,193,2,High-End,1,1.0
"2 BHK Flat for Sale in Takshashila Mahadev Greens, Amraiwadi, Ahmedabad",55.0,1180.0,2.0,2.0,Unfurnished,Owner,"Takshashila Mahadev Greens, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks,1101,2,High-End,1,2.0
"3 BHK Flat for Sale in Swarnim Heights, Chharodi, Ahmedabad",1.25,270.0,3.0,3.0,Unknown,Owner,"Swarnim Heights, Chharodi, Ahmedabad",Ahmedabad,MagicBricks,1083,3,Budget,0,0.0
"4 BHK Flat for Sale in Bodakdev, Ahmedabad",2.8,2825.0,4.0,3.0,Furnished,Owner,"Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,184,0,Budget,0,0.0
"2 BHK Flat for Sale in Seventh Avenue, Gota, Ahmedabad",70.0,1179.0,2.0,2.0,Semi-Furnished,Owner,"Seventh Avenue, Gota, Ahmedabad",Ahmedabad,MagicBricks,858,1,Premium,3,6.0
"4 BHK Flat for Sale in HR Eliseo, Shela, Ahmedabad",1.45,1409.0,4.0,3.0,Unfurnished,Owner,"Hr Eliseo, Shela, Ahmedabad",Ahmedabad,MagicBricks,375,2,Budget,0,0.0
"1 BHK Flat for Sale in Shrifal Apartment, NR Vandematram Cross Road, Ahmedabad",35.5,75.0,1.0,1.0,Furnished,Owner,"Shrifal Apartment, Nr Vandematram Cross Road, Ahmedabad",Ahmedabad,MagicBricks,959,0,Mid-Range,2,2.0
"2 BHK Flat for Sale in Nigam Nagar, Chandkheda, Ahmedabad",60.0,150.0,2.0,2.0,Unfurnished,Owner,"Nigam Nagar, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,571,2,High-End,1,2.0
"2 BHK Flat for Sale in Ranchhodpura, Ahmedabad",63.0,913.0,2.0,2.0,Furnished,Owner,"Ranchhodpura, Ahmedabad",Ahmedabad,MagicBricks,700,0,High-End,1,2.0
"3 BHK Flat for Sale in New Maninagar, Ahmedabad",50.0,160.0,3.0,3.0,Furnished,Owner,"New Maninagar, Ahmedabad",Ahmedabad,MagicBricks,567,0,Mid-Range,2,6.0
"3 BHK Flat for Sale in Vishwanath Samam, Shela, Ahmedabad",90.0,1000.0,3.0,3.0,Semi-Furnished,Owner,"Vishwanath Samam, Shela, Ahmedabad",Ahmedabad,MagicBricks,1185,1,Premium,3,9.0
"3 BHK Flat for Sale in Binori Solitaire, South Bopal, Bopal, Ahmedabad",1.2,1320.0,3.0,3.0,Semi-Furnished,Agent,"Binori Solitaire, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,180,1,Budget,0,0.0
"2 BHK Flat for Sale in Vandemataram Greens, Ghatlodiya, Ahmedabad",53.8,920.0,2.0,2.0,Furnished,Owner,"Vandemataram Greens, Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks,1149,0,High-End,1,2.0
"3 BHK Flat for Sale in Samarth Omkar Parisar, Chandkheda, Ahmedabad",65.0,915.0,3.0,3.0,Unfurnished,Builder,"Samarth Omkar Parisar, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,770,2,Premium,3,9.0
"3 BHK Flat for Sale in Dev Parisar, Chandkheda, Ahmedabad",90.0,1040.0,3.0,3.0,Furnished,Owner,"Dev Parisar, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,222,0,Premium,3,9.0
"3 BHK Flat for Sale in Shantivan, Ahmedabad",1.3,200.0,3.0,3.0,Unfurnished,Agent,"Shantivan, Ahmedabad",Ahmedabad,MagicBricks,878,2,Budget,0,0.0
"4 BHK Flat for Sale in Elenza Greenwood, South Bopal, Bopal, Ahmedabad",1.33,2700.0,4.0,3.0,Unfurnished,Owner,"Elenza Greenwood, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,257,2,Mid-Range,2,8.0
"3 BHK Flat for Sale in Rococo Earth Rosette, Shilaj, Ahmedabad",72.5,1490.0,3.0,3.0,Unfurnished,Owner,"Rococo Earth Rosette, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,721,2,Mid-Range,2,6.0
"2 BHK Flat for Sale in Pushpkunj, Maninagar, Ahmedabad",60.0,110.0,2.0,2.0,Unfurnished,Owner,"Pushpkunj, Maninagar, Ahmedabad",Ahmedabad,MagicBricks,670,2,High-End,1,2.0
