Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source
"3 BHK Flat for Sale in Avibhanam Panache, Vaishnodevi Circle, Ahmedabad",135.0,265.0,3.0,3.0,Unfurnished,Owner,"Avibhanam Panache, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Jemn Sampriya, Sentossa Greenland, Ahmedabad",6500.0,621.0,2.0,2.0,Unfurnished,Owner,"Jemn Sampriya, Sentossa Greenland, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Adani Ambrosia, Vaishnodevi Circle, Ahmedabad",266.0,2063.0,4.0,3.0,Unfurnished,Agent,"Adani Ambrosia, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Goyal Orchid Gold, Sanathal, Ahmedabad",127.0,2395.0,3.0,3.0,Unfurnished,Owner,"Goyal Orchid Gold, Sanathal, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,4600.0,1000.0,2.0,2.0,Furnished,Agent,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Keshav Galaxy, Naroda, Ahmedabad",6500.0,154.0,3.0,3.0,Unfurnished,Owner,"Keshav Galaxy, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Shivalik Edge, Ambli, Ahmedabad",250.0,2150.0,4.0,3.0,Unfurnished,Owner,"Shivalik Edge, Ambli, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Jagatpur, Ahmedabad",8500.0,575.0,3.0,3.0,Semi-Furnished,Owner,"Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Gala Celestia, Vaishnodevi Circle, Ahmedabad",8500.0,643.0,2.0,2.0,Semi-Furnished,Owner,"Gala Celestia, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vastral, Ahmedabad",4200.0,352.0,2.0,2.0,Furnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vasna, Ahmedabad",7900.0,882.0,3.0,3.0,Semi-Furnished,Owner,"Vasna, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Devnandan Gunjan Flat, Ahmedabad",110.0,1750.0,3.0,3.0,Unfurnished,Owner,"Devnandan Gunjan Flat, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Orchid Green Field, Sardar Patel Ring Road, Ahmedabad",5200.0,1140.0,2.0,2.0,Semi-Furnished,Owner,"Orchid Green Field, Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks
4 BHK Flat for Sale in Ahmedabad,8200.0,1550.0,4.0,3.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Celestial Garden Living, Shilaj, Ahmedabad",8270.0,968.0,3.0,3.0,Unfurnished,Owner,"Celestial Garden Living, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shikhar Elegance, Nana Chiloda, Ahmedabad",9100.0,1400.0,3.0,3.0,Furnished,Owner,"Shikhar Elegance, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ghatlodiya, Ahmedabad",4500.0,85.0,2.0,2.0,Furnished,Owner,"Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shela, Ahmedabad",5900.0,1435.0,3.0,3.0,Unfurnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Aakruti Township, Narolgam, Ahmedabad",2100.0,1040.0,2.0,2.0,Semi-Furnished,Owner,"Aakruti Township, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Chamunda Nagar New Ranip, Ahmedabad",4500.0,9500.0,2.0,2.0,Unfurnished,Owner,"Chamunda Nagar New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shivalik Sharda Parkview, Shela, Ahmedabad",7000.0,1440.0,3.0,3.0,Unfurnished,Owner,"Shivalik Sharda Parkview, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Bakeri Shaunak Apartments, Vejalpur, Jivraj park, Ahmedabad",4200.0,536.0,2.0,2.0,Furnished,Owner,"Bakeri Shaunak Apartments, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Bopal, Ahmedabad",3700.0,810.0,2.0,2.0,Semi-Furnished,Owner,"Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in ZION WINDFIELD, Thaltej, Ahmedabad",241.0,2598.0,3.0,3.0,Furnished,Agent,"Zion Windfield, Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Satellite, Ahmedabad",249.00000000000003,1420.0,3.0,3.0,Furnished,Owner,"Satellite, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Parishkaar, Khokhra, Ahmedabad",5500.0,1027.0,2.0,2.0,Semi-Furnished,Owner,"Parishkaar, Khokhra, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Samvaad Samanvay, Chandkheda, Ahmedabad",6800.0,860.0,3.0,3.0,Semi-Furnished,Owner,"Samvaad Samanvay, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Maninagar, Ahmedabad",189.0,1890.0,3.0,3.0,Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Shreenath Classic, Nana Chiloda, Ahmedabad",115.0,1600.0,4.0,3.0,Semi-Furnished,Owner,"Shreenath Classic, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Goyal Intercity, Memnagar, Ahmedabad",110.0,1260.0,3.0,3.0,Unfurnished,Owner,"Goyal Intercity, Memnagar, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Samruddhi Residency, Narolgam, Ahmedabad",3500.0,700.0,1.0,1.0,Furnished,Owner,"Samruddhi Residency, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Adani The Meadows, Vaishnodevi Circle, Ahmedabad",148.0,1850.0,3.0,3.0,Furnished,Owner,"Adani The Meadows, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Savaliya Krish Elite, Nikol, Ahmedabad",4000.0,981.0,2.0,2.0,Semi-Furnished,Owner,"Savaliya Krish Elite, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Thaltej, Ahmedabad",7000.0,819.0,3.0,2.0,Semi-Furnished,Owner,"Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Maple County II, PRL Colony, Thaltej, Ahmedabad",149.0,1620.0,3.0,3.0,Semi-Furnished,Agent,"Maple County Ii, Prl Colony, Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Maninagar, Ahmedabad",9700.0,1209.0,3.0,3.0,Unfurnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Amrapali Apartment, Bodakdev, Ahmedabad",7000.0,1000.0,2.0,2.0,Furnished,Owner,"Amrapali Apartment, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shikhar Shantim, Bopal, Ahmedabad",7200.0,729.0,2.0,2.0,Semi-Furnished,Owner,"Shikhar Shantim, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",6000.0,1070.0,2.0,2.0,Unfurnished,Owner,"Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Bhavya Royal Homes, Gota, Ahmedabad",9500.0,190.0,3.0,3.0,Furnished,Owner,"Bhavya Royal Homes, Gota, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Neelkanth Riverview, Shahibag, Ahmedabad",175.0,1750.0,3.0,3.0,Semi-Furnished,Owner,"Neelkanth Riverview, Shahibag, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in ICB Island, Gota, Ahmedabad",5800.0,270.0,2.0,2.0,Furnished,Agent,"Icb Island, Gota, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,4850.0,678.0,2.0,2.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",3500.0,450.0,1.0,1.0,Furnished,Owner,"Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Gajanand Bhagvat Enclave, Ghodasar, Ahmedabad",4050.0,650.0,2.0,2.0,Unfurnished,Owner,"Gajanand Bhagvat Enclave, Ghodasar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shela, Ahmedabad",130.0,2000.0,3.0,3.0,Semi-Furnished,Agent,"Shela, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Aditya Oasis, Lambha, Ahmedabad",2700.0,8000.0,1.0,1.0,Unfurnished,Owner,"Aditya Oasis, Lambha, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Stavan Ample, Gota, Ahmedabad",5600.0,1223.0,2.0,2.0,Unfurnished,Owner,"Stavan Ample, Gota, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Kankaria, Ahmedabad",9000.0,250.0,3.0,3.0,Semi-Furnished,Owner,"Kankaria, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Aaryan Embassy, Ambli, Ahmedabad",9900.0,1440.0,3.0,3.0,Unfurnished,Agent,"Aaryan Embassy, Ambli, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Aashray Arise, Shilaj, Ahmedabad",7000.0,1300.0,3.0,3.0,Furnished,Owner,"Aashray Arise, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Chandlodiya, Ahmedabad",5800.0,130.0,2.0,2.0,Furnished,Owner,"Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Thaltej Shilaj Road, Ahmedabad",379.0,5241.0,4.0,3.0,Unfurnished,Owner,"Thaltej Shilaj Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in United Serene Elegancy, Ambli, Ahmedabad",105.0,963.0,3.0,3.0,Unfurnished,Owner,"United Serene Elegancy, Ambli, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Chandkheda, Ahmedabad",4950.0,381.0,2.0,2.0,Furnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Western Park, Juhapura, Ahmedabad",6400.0,125.0,2.0,2.0,Unfurnished,Owner,"Western Park, Juhapura, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",7000.0,787.0,3.0,3.0,Semi-Furnished,Owner,"Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Swati Premier, Shantipura Circle, Ahmedabad",109.0,1285.0,3.0,3.0,Unfurnished,Owner,"Swati Premier, Shantipura Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Prestige Tower, Bodakdev, Ahmedabad",165.0,2000.0,3.0,3.0,Furnished,Agent,"Prestige Tower, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Umang Aslali, Aslali, Ahmedabad",1300.0,7500.0,1.0,1.0,Unfurnished,Owner,"Umang Aslali, Aslali, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Godhavi, Ahmedabad",2000.0,9500.0,1.0,1.0,Furnished,Owner,"Godhavi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Hathijan, Ahmedabad",3800.0,127.0,2.0,2.0,Furnished,Owner,"Hathijan, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Narolgam, Ahmedabad",2700.0,756.0,2.0,2.0,Semi-Furnished,Owner,"Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in VP Kiva 261, Vejalpur, Jivraj park, Ahmedabad",207.0,1520.0,3.0,3.0,Unfurnished,Agent,"Vp Kiva 261, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
Studio Apartment for Sale in Ahmedabad,100.0,170.0,1.0,1.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Ripam Residency, New Ranip, Ahmedabad",3000.0,356.0,1.0,1.0,Unfurnished,Owner,"Ripam Residency, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ramol, Amraiwadi, Ahmedabad",3500.0,60.0,2.0,2.0,Furnished,Owner,"Ramol, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Shahibag, Ahmedabad",3050.0,700.0,1.0,1.0,Furnished,Owner,"Shahibag, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Akshardham Heights, Vastral, Ahmedabad",2000.0,585.0,1.0,1.0,Unfurnished,Owner,"Akshardham Heights, Vastral, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shukan Residency, Chandlodiya, Ahmedabad",9000.0,175.0,3.0,3.0,Unfurnished,Owner,"Shukan Residency, Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Paldi, Ahmedabad",5800.0,815.0,2.0,2.0,Semi-Furnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Oeuvre Iconic, Bodakdev, Ahmedabad",228.0,1651.0,3.0,3.0,Unfurnished,Owner,"Oeuvre Iconic, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Narayankrupa Krupal Bachpan, Shela, Ahmedabad",4040.0,1170.0,2.0,2.0,Unfurnished,Owner,"Narayankrupa Krupal Bachpan, Shela, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sharan Sanidhya Royal, Chandkheda, Ahmedabad",9500.0,1553.0,3.0,3.0,Furnished,Owner,"Sharan Sanidhya Royal, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in VandeMatram Prime, Gota, Ahmedabad",5500.0,1242.0,2.0,2.0,Semi-Furnished,Owner,"Vandematram Prime, Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vatva, Ahmedabad",1700.0,441.0,2.0,2.0,Unfurnished,Owner,"Vatva, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Orchid Greenfields, South Bopal, Bopal, Ahmedabad",7800.0,1709.0,3.0,3.0,Unfurnished,Owner,"Orchid Greenfields, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Sabarmati, Ahmedabad",3250.0,590.0,1.0,1.0,Semi-Furnished,Owner,"Sabarmati, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Nava Vadaj, Ahmedabad",6500.0,104.0,2.0,2.0,Furnished,Owner,"Nava Vadaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in DB Diwali Elegance, Vaishnodevi Circle, Ahmedabad",6980.0,1036.0,3.0,3.0,Unfurnished,Owner,"Db Diwali Elegance, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Maninagar East, Maninagar, Ahmedabad",2000.0,270.0,1.0,1.0,Semi-Furnished,Owner,"Maninagar East, Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Maninagar, Ahmedabad",7500.0,1430.0,2.0,2.0,Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Prathna Exotica, Nikol, Ahmedabad",5500.0,1260.0,2.0,2.0,Furnished,Owner,"Prathna Exotica, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Chandkheda, Ahmedabad",4200.0,1170.0,1.0,1.0,Unfurnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Takshashila Mahadev Greens, Amraiwadi, Ahmedabad",5500.0,1180.0,2.0,2.0,Unfurnished,Owner,"Takshashila Mahadev Greens, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Swarnim Heights, Chharodi, Ahmedabad",125.0,270.0,3.0,3.0,Unknown,Owner,"Swarnim Heights, Chharodi, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Bodakdev, Ahmedabad",280.0,2825.0,4.0,3.0,Furnished,Owner,"Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Seventh Avenue, Gota, Ahmedabad",7000.0,1179.0,2.0,2.0,Semi-Furnished,Owner,"Seventh Avenue, Gota, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in HR Eliseo, Shela, Ahmedabad",145.0,1409.0,4.0,3.0,Unfurnished,Owner,"Hr Eliseo, Shela, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Shrifal Apartment, NR Vandematram Cross Road, Ahmedabad",3550.0,75.0,1.0,1.0,Furnished,Owner,"Shrifal Apartment, Nr Vandematram Cross Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Nigam Nagar, Chandkheda, Ahmedabad",6000.0,150.0,2.0,2.0,Unfurnished,Owner,"Nigam Nagar, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ranchhodpura, Ahmedabad",6300.0,913.0,2.0,2.0,Furnished,Owner,"Ranchhodpura, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in New Maninagar, Ahmedabad",5000.0,160.0,3.0,3.0,Furnished,Owner,"New Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vishwanath Samam, Shela, Ahmedabad",9000.0,1000.0,3.0,3.0,Semi-Furnished,Owner,"Vishwanath Samam, Shela, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Binori Solitaire, South Bopal, Bopal, Ahmedabad",120.0,1320.0,3.0,3.0,Semi-Furnished,Agent,"Binori Solitaire, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vandemataram Greens, Ghatlodiya, Ahmedabad",5380.0,920.0,2.0,2.0,Furnished,Owner,"Vandemataram Greens, Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Samarth Omkar Parisar, Chandkheda, Ahmedabad",6500.0,915.0,3.0,3.0,Unfurnished,Builder,"Samarth Omkar Parisar, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Dev Parisar, Chandkheda, Ahmedabad",9000.0,1040.0,3.0,3.0,Furnished,Owner,"Dev Parisar, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shantivan, Ahmedabad",130.0,200.0,3.0,3.0,Unfurnished,Agent,"Shantivan, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Elenza Greenwood, South Bopal, Bopal, Ahmedabad",133.0,2700.0,4.0,3.0,Unfurnished,Owner,"Elenza Greenwood, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Rococo Earth Rosette, Shilaj, Ahmedabad",7250.0,1490.0,3.0,3.0,Unfurnished,Owner,"Rococo Earth Rosette, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Pushpkunj, Maninagar, Ahmedabad",6000.0,110.0,2.0,2.0,Unfurnished,Owner,"Pushpkunj, Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Vastrapur, Ahmedabad",300.0,3552.0,4.0,3.0,Unfurnished,Owner,"Vastrapur, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Shivam Rajvi Opal, Naranpura, Ahmedabad",180.0,1530.0,4.0,3.0,Unfurnished,Unknown,"Shivam Rajvi Opal, Naranpura, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in RP Suvarnam Heights, Mevavala Nagar, Ahmedabad",3400.0,738.0,1.0,1.0,Unfurnished,Owner,"Rp Suvarnam Heights, Mevavala Nagar, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Ashapuri Residency, Vatva, Ahmedabad",1900.0,720.0,1.0,1.0,Furnished,Owner,"Ashapuri Residency, Vatva, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Karnavati Apartment II, Ahmedabad",2700.0,152.0,2.0,2.0,Unfurnished,Owner,"Karnavati Apartment Ii, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Saraspur, Ahmedabad",1400.0,594.0,1.0,1.0,Unfurnished,Owner,"Saraspur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Bhadaj, Ahmedabad",9000.0,157.0,2.0,2.0,Unfurnished,Owner,"Bhadaj, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Sun Rising Homes, Jagatpur, Ahmedabad",4000.0,409.0,1.0,1.0,Unfurnished,Owner,"Sun Rising Homes, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Jivraj Park, Ahmedabad",150.0,1000.0,2.0,2.0,Unfurnished,Owner,"Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Beverly The 31ST, Shilaj, Ahmedabad",377.0,4716.0,4.0,3.0,Unfurnished,Owner,"Beverly The 31St, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Aaryan Gloria, South Bopal, Bopal, Ahmedabad",5500.0,850.0,2.0,2.0,Semi-Furnished,Owner,"Aaryan Gloria, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Nikol, Ahmedabad",135.0,1422.0,4.0,3.0,Furnished,Owner,"Nikol, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Aashray Aurum, Ambli, Ahmedabad",100.0,1206.0,3.0,3.0,Unfurnished,Owner,"Aashray Aurum, Ambli, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Panacea Residency, Naroda, Ahmedabad",4100.0,945.0,2.0,2.0,Unfurnished,Owner,"Panacea Residency, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Satyamev Luxor, Ambli, Ahmedabad",311.0,4230.0,4.0,3.0,Unfurnished,Owner,"Satyamev Luxor, Ambli, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shilalekh Apartments, Shahibag, Ahmedabad",7850.0,135.0,2.0,2.0,Semi-Furnished,Owner,"Shilalekh Apartments, Shahibag, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Pratham Vatika, South Bopal, Bopal, Ahmedabad",6459.999999999999,915.0,3.0,3.0,Unfurnished,Owner,"Pratham Vatika, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in MOTHERLAND Magnate Lavish, Khodiyar, Ahmedabad",7800.0,880.0,3.0,3.0,Semi-Furnished,Agent,"Motherland Magnate Lavish, Khodiyar, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Bodakdev, Ahmedabad",693.0,7300.0,4.0,3.0,Unfurnished,Agent,"Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Ayodhya Apartment, Vatva, Ahmedabad",1750.0,756.0,1.0,1.0,Semi-Furnished,Owner,"Ayodhya Apartment, Vatva, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Gala Haven, Sarkhej Gandhinagar Highway, Ahmedabad",6700.0,150.0,2.0,2.0,Unfurnished,Owner,"Gala Haven, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sahajanand Devkrupa 4, Nikol, Ahmedabad",4300.0,900.0,2.0,2.0,Semi-Furnished,Owner,"Sahajanand Devkrupa 4, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Raikhad, Ahmedabad",2000.0,6500.0,1.0,1.0,Furnished,Owner,"Raikhad, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Dharmadev Swaminarayan Park 2, Vasna, Ahmedabad",6500.0,135.0,2.0,2.0,Furnished,Owner,"Dharmadev Swaminarayan Park 2, Vasna, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Rajyash Regius, Bopal, Ahmedabad",150.0,2960.0,4.0,3.0,Unfurnished,Owner,"Rajyash Regius, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Elenza Greenfield, Shela, Ahmedabad",8500.0,1701.0,3.0,3.0,Unfurnished,Owner,"Elenza Greenfield, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Yash Pinnacle, Paldi, Ahmedabad",8000.0,700.0,2.0,2.0,Furnished,Owner,"Yash Pinnacle, Paldi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shilp Serene, Shilaj, Ahmedabad",101.0,968.0,3.0,3.0,Unfurnished,Builder,"Shilp Serene, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shilalekh Apartments, Shahibag, Ahmedabad",141.0,1600.0,3.0,3.0,Furnished,Owner,"Shilalekh Apartments, Shahibag, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Tata Housing Shubh Griha, Gurukul, Ahmedabad",2200.0,372.0,1.0,1.0,Unfurnished,Owner,"Tata Housing Shubh Griha, Gurukul, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Chandkheda, Ahmedabad",5800.0,945.0,2.0,2.0,Semi-Furnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"Apartment for Sale in Eden Godrej Garden city, Godrej Garden City Road, Ahmedabad",5200.0,710.0,2.0,2.0,Unknown,Owner,"Eden Godrej Garden City, Godrej Garden City Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shukan Lotus , Gota, Ahmedabad",5700.0,135.0,2.0,2.0,Semi-Furnished,Owner,"Shukan Lotus , Gota, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Nilmani Society, Ahmedabad",7200.0,10000.0,3.0,3.0,Furnished,Owner,"Nilmani Society, Ahmedabad",Ahmedabad,MagicBricks
