Property Title,Price,Area,BHK,Bathrooms,Furnishing,Seller Type,Locality,City,Source,Raw_Details,Price_Lakhs,Area_SqFt,Bathroom,Price_Per_SqFt,Area_Category,Property_Type,Price_Segment,Locality_Property_Count,Bathroom_BHK_Ratio,Area_Per_Bedroom,Space_Quality,Furnishing_Encoded,Area_Category_Encoded,Property_Type_Encoded,Price_Segment_Encoded,Space_Quality_Encoded,Is_Top_Locality
"4 BHK Flat for Sale in Rajyash Regius, Bopal, Ahmedabad",₹2.67 Cr,3845 sqft,4.0,,Unfurnished,Agent,"Rajyash Regius, Bopal, Ahmedabad",Ahmedabad,MagicBricks,"Banquet Hall | Indoor Gaming Area | Covered Swimming Pool | ZERO BROKERAGE | 4 BHK Flat for Sale in Rajyash Regius, Bopal, Ahmedabad | Rajyash Regius | Super Area | 3845 sqft | Transaction | New Property | Furnishing | Unfurnished | Society | Rajyash Regius | Bathroom | 4 | Finest apartments in Bopal - Rajyash Reigus, is now Green Certified. Exclusive living in the most desirable part of the city inspired by the grandeur of palaces.The aesthetically designed apartments are the epitome of Luxury and sophistication - unlike any building in the neighbourhood. Manicured landscaped gardens, sprawling green spaces, and distinguished architecture complete with coveted amenities and providing 2 Lift + 1 Service Lift, we offer everything Luxury Living stands for. | Read more | ₹ | 2.67 Cr | ₹ | 6961 per sqft | Book Visit | Get Info | Posted by | Magicbricks",267.0,3845.0,4.0,6944.08322496749,Extra Large,4BHK,Luxury (> 2Cr),7,,961.25,Very Spacious,2,0,2,2,3,0
"4 BHK Flat for Sale in Shivam Rajvi Opal, Naranpura, Ahmedabad",₹1.68 Cr,1444 sqft,4.0,,Unfurnished,Agent,"Shivam Rajvi Opal, Naranpura, Ahmedabad",Ahmedabad,MagicBricks,"ZERO BROKERAGE | 4 BHK Flat for Sale in Shivam Rajvi Opal, Naranpura, Ahmedabad | Shivam Rajvi Opal | Carpet Area | 1444 sqft | Status | Ready to Move | Transaction | New Property | Furnishing | Unfurnished | Society | Shivam Rajvi Opal | Bathroom | 4 | Rajvi Opal located in Naranpura, Ahmedabad has amazing luxury flats available. A Benchmark in Ultramodern Residential Apartments at realistic prices, Rajvi Opal promises a host of features you will fall in love with. At a two road corner location at Naranpura, Rajvi Opal has the BRTS, Proposed Metro Station, Temples, Schools, Hospitals, Shopping Complexes all within reach. | Read more | ₹ | 1.68 Cr | ₹ | 6646 per sqft | Book Visit | Get Info | Posted by | Magicbricks",168.0,1444.0,4.0,11634.349030470914,Medium,4BHK,Premium (1-2Cr),2,,361.0,Compact,2,2,2,3,0,0
"3 BHK Flat for Sale in Unique Luxuria, Gota, Ahmedabad",₹1.85 Cr,2520 sqft,3.0,,Unfurnished,Agent,"Unique Luxuria, Gota, Ahmedabad",Ahmedabad,MagicBricks,"ZERO BROKERAGE | 3 BHK Flat for Sale in Unique Luxuria, Gota, Ahmedabad | Unique Luxuria | Super Area | 2520 sqft | Under Construction | Poss. by Dec '25 | Transaction | New Property | Furnishing | Unfurnished | Society | Unique Luxuria | Car Parking | 1 Covered | Bathroom | 3 | Unique Luxuria offers luxurious and spacious 3 BHK flats designed to offer maximum comfort and convenience. These apartments come with large living rooms, three bedrooms and bathrooms each. The flats are designed to provide ample natural lighting and ventilation, making it the perfect living space for residents. | Read more | ₹ | 1.85 Cr | ₹ | 7346 per sqft | Book Visit | Get Info | Posted by | Magicbricks",185.0,2520.0,3.0,7341.269841269841,Extra Large,3BHK,Premium (1-2Cr),1,,840.0,Very Spacious,2,0,1,3,3,0
"4 BHK Flat for Sale in Balatripura Aadhya Arambh Residential, Ghatlodiya, Ahmedabad",₹1.56 Cr,1547 sqft,4.0,,Unfurnished,Builder,"Balatripura Aadhya Arambh Residential, Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks,"ZERO BROKERAGE | POPULAR PROJECT | 4 BHK Flat for Sale in Balatripura Aadhya Arambh Residential, Ghatlodiya, Ahmedabad | Balatripura Aadhya Arambh Residential | Carpet Area | 1547 sqft | Under Construction | Poss. by Dec '27 | Transaction | New Property | Furnishing | Unfurnished | Society | Balatripura Aadhya Arambh Residential | Car Parking | 1 Covered | Bathroom | 4 | Situated in a prime location, Aadhya Arambh offers unparalleled convenience with easy access to key locations (3 mins drive to SG Highway). Whether you seek a vibrant city lifestyle or a peaceful retreat, this development seamlessly integrates the best of both worlds. Aadhya Arambh isn't just a development; it's a community. Embracing the principles of inclusivity and social connectivity, the project features communal spaces, huge lawn, and recreational facilities that encourage residents and businesses to thrive together. Be a part of the exciting journey towards a new era of urban living and working. | Read more | ₹ | 1.56 Cr | ₹ | 5350 per sqft | Request Callback | Get Info | Builder: Balatripura Developers",156.0,1547.0,4.0,10084.033613445377,Large,4BHK,Premium (1-2Cr),1,,386.75,Compact,2,1,2,3,0,0
"3 BHK Flat for Sale in Virani Gokul Flora, Ambawadi, Ahmedabad",₹1.66 Cr,2385 sqft,3.0,,Unfurnished,Builder,"Virani Gokul Flora, Ambawadi, Ahmedabad",Ahmedabad,MagicBricks,"ZERO BROKERAGE | 3 BHK Flat for Sale in Virani Gokul Flora, Ambawadi, Ahmedabad | Virani Gokul Flora | Super Area | 2385 sqft | Under Construction | Poss. by Mar '28 | Transaction | New Property | Furnishing | Unfurnished | Society | Virani Gokul Flora | Car Parking | 1 Covered | Bathroom | 3 | Sophisticated heaven in the heart of Ahmedabad’s prestigious area. The Gokul Flora is where refinement and relaxation go hand in hand. This unique collection of stylish, lavish apartments mixes the best of contemporary urban living with the grand traditions of Gujarat. Just minutes from the center of the city, the rich history landmark buildings, and beautiful elevation. its grandeur is where it’s easy to feel at home. The Gokul Flora- a loved address. | Read more | ₹ | 1.66 Cr | ₹ | 6994 per sqft | Request Callback | Get Info | Builder: Virani Group",166.0,2385.0,3.0,6960.167714884696,Large,3BHK,Premium (1-2Cr),1,,795.0,Spacious,2,1,1,3,1,0
"3 BHK Flat for Sale in Green Legacy, Shela, Ahmedabad",₹88.7 Lac,968 sqft,3.0,,Unfurnished,Builder,"Green Legacy, Shela, Ahmedabad",Ahmedabad,MagicBricks,"ZERO BROKERAGE | 3 BHK Flat for Sale in Green Legacy, Shela, Ahmedabad | Green Legacy | Carpet Area | 968 sqft | Under Construction | Poss. by Dec '29 | Transaction | New Property | Furnishing | Unfurnished | Society | Green Legacy | Car Parking | 1 Covered | Bathroom | 4 | Embrace the grander of petaling, where every room tells a story of opulence, and every corner whispers tales of luxury | ₹ | 88.7 Lac | ₹ | 4797 per sqft | Request Callback | Get Info | Builder: Green Turban Builders",88.7,968.0,3.0,9163.223140495867,Medium,3BHK,Affordable (50L-1Cr),1,,322.6666666666667,Compact,2,2,1,0,0,0
"3 BHK Flat for Sale in Science City, Ahmedabad",₹1.75 Cr,1606 sqft,3.0,3.0,Unfurnished,Owner,"Science City, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: Yesterday | A | Arham Property Consultant | CRISIL Rating: 4 | Know More | 3 BHK Flat for Sale in Science City, Ahmedabad | Carpet Area | 1606 sqft | Under Construction | Poss. by Dec '27 | Floor | 4 out of 22 | Transaction | New Property | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park, Pool, Main Road | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 3 | Balcony | 1 | East Facing Property | On Request is one of the most popular destination for buying apartments flats in Science city, Ahmedabad west. You too can be a part of this society by purchasing this 3 BHK flat here. Constructed on a Super built up area of 2921 sq.ft., the flat comprises 3 bedrooms, 3 bathrooms and 1 balcony. The property is located on the 8th floor of a 22 floors tall building. Moreover, the flat is currently under construction and possession is expected by December 2027. | View Property | Nearby | The Capital 2 | Sal Engineering And Technical Institute | Science Institute Of Madical Sciences | Motherhood Women's Child Care Hospital | Science Square Complex | Science City Bus Stand | ₹ | 1.75 Cr | ₹ | 6000 per sqft | Contact Agent | Get Phone No.",175.0,1606.0,3.0,10896.637608966375,Large,3BHK,Premium (1-2Cr),5,1.0,535.3333333333334,Standard,2,1,1,3,2,0
"4 BHK Flat for Sale in Pinecrest Godrej Garden City, Jagatpur, Ahmedabad",₹1.30 Cr,2311 sqft,4.0,,Semi-Furnished,Owner,"Pinecrest Godrej Garden City, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,"12 | + | Photos | Posted: Yesterday | A | HeaveNest Realty LLP | CRISIL Rating: 3 | Know More | Verified on Site | 4 BHK Flat for Sale in Pinecrest Godrej Garden City, Jagatpur, Ahmedabad | Pinecrest Godrej Garden City | Super Area | 2311 sqft | Status | Ready to Move | Floor | 15 out of 22 | Transaction | Resale | Furnishing | Semi-Furnished | facing | North | overlooking | Garden/Park, Main Road | Society | Pinecrest Godrej Garden City | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 4 | Balcony | 2 | 3.5 BHK Luxuries with 2 Balcony Available for Sell. | View Property | Nearby | Global Indian International School | ₹ | 1.30 Cr | ₹ | 5625 per sqft | Contact Agent | Get Phone No.",130.0,2311.0,4.0,5625.270445694505,Large,4BHK,Premium (1-2Cr),1,,577.75,Standard,1,1,2,3,2,0
"3 BHK Flat for Sale in Imperia Lavish, Zundal, Ahmedabad",₹64.6 Lac,107 sqft,3.0,,Unfurnished,Owner,"Imperia Lavish, Zundal, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: Nov 23, '25 | A | Shelter 4U | CRISIL Rating: 5 | Know More | 3 BHK Flat for Sale in Imperia Lavish, Zundal, Ahmedabad | Imperia Lavish | Carpet Area | 107 sqft | Under Construction | Poss. by Dec '25 | Floor | 8 out of 14 | Transaction | New Property | Furnishing | Unfurnished | facing | East | overlooking | Main Road | Society | Imperia Lavish | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 3 | Balcony | 1 | East Facing Property | Imprea lavish is a residential and commercial project in Zundal, Ahmedabad developing by TCC group.Offers 3 BHK Apartments and shops for sale in Zundal, Ahmedabad North.Possession on Dec25 and also approved by RERA. 3 BHK Apartments for sale in Zundal, Ahmedabad North. | View Property | Nearby | Oak Valley Public School | Leap International School | Shree Balaji Agora Mall | ₹ | 64.6 Lac | ₹ | 3500 per sqft | Contact Agent | Enquire Now",64.6,107.0,3.0,60373.83177570093,Small,3BHK,Affordable (50L-1Cr),1,,35.666666666666664,Compact,2,3,1,0,0,0
"3 BHK Flat for Sale in Serenity Sky, South Bopal, Bopal, Ahmedabad",₹78 Lac,1850 sqft,3.0,,Unfurnished,Owner,"Serenity Sky, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,"7 | + | Photos | Posted: Nov 23, '25 | A | Brickroots | 3500+ Buyers Served | Know More | 3 BHK Flat for Sale in Serenity Sky, South Bopal, Bopal, Ahmedabad | Serenity Sky | Super Area | 1850 sqft | Under Construction | Poss. by Feb '26 | Floor | 6 out of 14 | Transaction | Resale | Furnishing | Unfurnished | overlooking | Garden/Park, Main Road | Society | Serenity Sky | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 3 | Balcony | 1 | Possession Soon property in prime loaction of south bopal on safal Parisar main road | View Property | Nearby | Green Grocers | Parul Institute of Applied Sciences and Research | Galaxy Hospital - Multispeciality Hospital | Apple Tree | Balaji super market | ₹ | 78 Lac | ₹ | 4216 per sqft | Contact Agent | Get Phone No.",78.0,1850.0,3.0,4216.216216216216,Large,3BHK,Affordable (50L-1Cr),3,,616.6666666666666,Spacious,2,1,1,0,1,0
"3 BHK Flat for Sale in Celestial Garden Living, Shilaj, Ahmedabad",₹82.7 Lac,968 sqft,3.0,,Unfurnished,Owner,"Celestial Garden Living, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,"6 | + | Photos | Posted: Yesterday | A | Hariwansh Space Management | CRISIL Rating: 4 | Know More | 3 BHK Flat for Sale in Celestial Garden Living, Shilaj, Ahmedabad | Celestial Garden Living | Carpet Area | 968 sqft | Under Construction | Poss. by Sep '26 | Floor | 10 out of 14 | Transaction | New Property | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park | Society | Celestial Garden Living | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 3 | Balcony | 1 | East Facing Property | 3bhk for the properties and per floor only 2unit forbthe properties | View Property | Nearby | Shilp The Address | RK Sandipani School | Amrut Indian School | Amijeet Hospital | Thaltej Shilaj Railway Overbridge | ₹ | 82.7 Lac | ₹ | 4700 per sqft | Contact Agent | Get Phone No.",82.7,968.0,3.0,8543.388429752065,Medium,3BHK,Affordable (50L-1Cr),1,,322.6666666666667,Compact,2,2,1,0,0,0
"4 BHK Flat for Sale in Shivam Rajvi Opal, Naranpura, Ahmedabad",₹1.80 Cr,1530 sqft,4.0,,Unfurnished,,"Shivam Rajvi Opal, Naranpura, Ahmedabad",Ahmedabad,MagicBricks,"4 BHK Flat for Sale in Shivam Rajvi Opal, Naranpura, Ahmedabad | Shivam Rajvi Opal | Carpet Area | 1530 sqft | Status | Ready to Move | Transaction | New Property | Furnishing | Unfurnished | Society | Shivam Rajvi Opal | Bathroom | 4 | Rajvi Opal located in Naranpura, Ahmedabad has amazing luxury flats available. A Benchmark in Ultramodern Residential Apartments at realistic prices, Rajvi Opal promises a host of features you will fall in love with. At a two road corner location at Naranpura, Rajvi Opal has the BRTS, Proposed Metro Station, Temples, Schools, Hospitals, Shopping Complexes all within reach. | Read more | ₹ | 1.80 Cr | ₹ | 6732 per sqft | Book Visit | Get Info | Posted by | Magicbricks",180.0,1530.0,4.0,11764.70588235294,Large,4BHK,Premium (1-2Cr),2,,382.5,Compact,2,1,2,3,0,0
"2 BHK Flat for Sale in Adani The Meadows, Vaishnodevi Circle, Ahmedabad",₹67 Lac,1370 sqft,2.0,,Furnished,Agent,"Adani The Meadows, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,"7 | + | Photos | Posted: Yesterday | Agent: Shitla Estate Management | Operating Since: 2007 | 9500+ Buyers Served | 2 BHK Flat for Sale in Adani The Meadows, Vaishnodevi Circle, Ahmedabad | Adani The Meadows | Super Area | 1370 sqft | Status | Ready to Move | Floor | 4 out of 14 | Transaction | Resale | Furnishing | Furnished | facing | North - East | overlooking | Garden/Park | Society | Adani The Meadows | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 2 | Balcony | 1 | 2 BHK East Facing fully furnished flat for sell Adani shatigram Township | View Property | Nearby | Shaligram Lakeview | Adani Institute of Infrastructure Management | Hiramani School | KD Hospital | Vaishnodevi Circle Bus Stop | ₹ | 67 Lac | ₹ | 4891 per sqft | Contact Agent | Get Phone No.",67.0,1370.0,2.0,4890.510948905109,Medium,2BHK,Affordable (50L-1Cr),5,,685.0,Spacious,0,2,0,0,1,0
"4 BHK Flat for Sale in Sahajanand Skyros, Bodakdev, Ahmedabad",₹4.64 Cr,3000 sqft,4.0,,Unfurnished,Owner,"Sahajanand Skyros, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: Nov 23, '25 | A | Mesto Realty | CRISIL Rating: 3 | Know More | 4 BHK Flat for Sale in Sahajanand Skyros, Bodakdev, Ahmedabad | Sahajanand Skyros | Carpet Area | 3000 sqft | Under Construction | Poss. by Jul '26 | Floor | 7 out of 23 | Transaction | New Property | Furnishing | Unfurnished | facing | North - East | overlooking | Garden/Park, Main Road | Society | Sahajanand Skyros | Ownership | Freehold | Car Parking | 2 Covered, | Bathroom | 4 | Balcony | 1 | A quiet and beautiful apartment located in heart of the city is available on sale in Ahmedabad. Property is nicely located with all facilities nearby such as market, hospital, mother dairy, shopping mall, bus stand etc. Sector is very posh and premium. | View Property | Nearby | Bajrang Super Market | Iscon Mega Mall | Prakash Sr Sec School | Narayana Institute/Iit-Jee/Neet/Foundation | Epic Hospital | Global Hospital | Iscon Mega Mall | Times Square Grand | ₹ | 4.64 Cr | ₹ | 9020 per sqft | Contact Agent | Get Phone No.",464.0,3000.0,4.0,15466.666666666666,Extra Large,4BHK,Luxury (> 2Cr),1,,750.0,Spacious,2,0,2,2,1,0
"3 BHK Flat for Sale in Aashka Floret, Science City, Ahmedabad",₹1.54 Cr,1654 sqft,3.0,,Furnished,Agent,"Aashka Floret, Science City, Ahmedabad",Ahmedabad,MagicBricks,"9 | + | Photos | Posted: Nov 21, '25 | Agent: Nakhshi Property | Operating Since: 2017 | 6500+ Buyers Served | 3 BHK Flat for Sale in Aashka Floret, Science City, Ahmedabad | Aashka Floret | Carpet Area | 1654 sqft | Status | Ready to Move | Floor | 7 out of 7 | Transaction | Resale | Furnishing | Furnished | facing | West | overlooking | Main Road | Society | Aashka Floret | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 3 | Balcony | 1 | 3bhk fully furnished flat for sell at one of the best residential area in ahmedabad, very well maintained flat and also scheme, very peacefull atmosphere near by property. | View Property | Nearby | The Capital 2 | S S Divine School | Science Institute Of Madical Sciences | Motherhood Women's Child Care Hospital | Science Square Complex | Science City Bus Stand | ₹ | 1.54 Cr | ₹ | 6984 per sqft | Contact Agent | Get Phone No.",154.0,1654.0,3.0,9310.761789600967,Large,3BHK,Premium (1-2Cr),1,,551.3333333333334,Standard,0,1,1,3,2,0
"3 BHK Flat for Sale in SP ALORA, Adarsh Nagar Chandkheda, Ahmedabad",₹1.08 Cr,1980 sqft,3.0,,Unfurnished,Owner,"SP ALORA, Adarsh Nagar Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Posted: Yesterday | Certified Agent | A | Address of Choice Realty | 7000+ Buyers Served | 3 BHK Flat for Sale in SP ALORA, Adarsh Nagar Chandkheda, Ahmedabad | SP ALORA | Carpet Area | 1980 sqft | Under Construction | Poss. by Dec '26 | Floor | 10 out of 14 | Transaction | New Property | Furnishing | Unfurnished | facing | North - West | overlooking | Garden/Park, Pool | Society | SP ALORA | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 3 | Balcony | 3 | SPAlora by ShriParshva Group is an elegant residential tower rising across a compact 0.47acre parcel on New CG Road, Chandkheda, featuring 84 premium 3BHK apartments 8901,251sqft carpet and select retail showrooms. The project delivers a refined living experience with amenities such as a gym, clubhouse, landscaped garden, childrens play area, jogging track, and 247 security and power backup. | View Property | ₹ | 1.08 Cr | ₹ | 4153 per sqft | Contact Agent | Enquire Now",108.0,1980.0,3.0,5454.545454545455,Large,3BHK,Premium (1-2Cr),1,,660.0,Spacious,2,1,1,3,1,0
"3 BHK Flat for Sale in Shyamal, Ahmedabad",₹1.60 Cr,1989 sqft,3.0,,Furnished,Agent,"Shyamal, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: Nov 21, '25 | Agent: Master Key Real Estate | Operating Since: 2015 | 1000+ Buyers Served | 3 BHK Flat for Sale in Shyamal, Ahmedabad | Carpet Area | 1989 sqft | Status | Ready to Move | Floor | 2 out of 7 | Transaction | Resale | Furnishing | Furnished | facing | East | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 3 | Balcony | 2 | 3 BHK Fully Furnished for sale. All Furniture Available, With Parking. | View Property | Nearby | Iconic Shyamal | New Samrath English School | Parekh Hospital | Shyamal Cross Road | ₹ | 1.60 Cr | ₹ | 5229 per sqft | Contact Agent | Get Phone No.",160.0,1989.0,3.0,8044.243338360985,Large,3BHK,Premium (1-2Cr),2,,663.0,Spacious,0,1,1,3,1,0
"4 BHK Flat for Sale in Saar Saayam, Shilaj, Ahmedabad",₹1.51 Cr,1700 sqft,4.0,,Unfurnished,Owner,"Saar Saayam, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: Today | Certified Agent | R | Resolute Property Solution | 4 BHK Flat for Sale in Saar Saayam, Shilaj, Ahmedabad | Saar Saayam | Carpet Area | 1700 sqft | Under Construction | Poss. by Dec '29 | Floor | 11 out of 13 | Transaction | New Property | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park, Main Road | Society | Saar Saayam | Ownership | Freehold | Car Parking | 2 Covered | Bathroom | 4 | Balcony | 2 | East Facing Property | east waste facing unfarnshied flate | View Property | Nearby | Shilp The Address | RK Sandipani School | Amrut Indian School | Amijeet Hospital | Thaltej Shilaj Railway Overbridge | ₹ | 1.51 Cr | ₹ | 4548 per sqft | Contact Agent | Get Phone No.",151.0,1700.0,4.0,8882.35294117647,Large,4BHK,Premium (1-2Cr),2,,425.0,Standard,2,1,2,3,2,0
"4 BHK Flat for Sale in Deep Indraprasth Shivanta, Ambli, Ahmedabad",₹2.57 Cr,1750 sqft,4.0,,Unfurnished,Owner,"Deep Indraprasth Shivanta, Ambli, Ahmedabad",Ahmedabad,MagicBricks,"13 | + | Photos | Posted: Nov 23, '25 | Certified Agent | G | Greendot Property | 2500+ Buyers Served | Verified on Site | 4 BHK Flat for Sale in Deep Indraprasth Shivanta, Ambli, Ahmedabad | Deep Indraprasth Shivanta | Carpet Area | 1750 sqft | Status | Ready to Move | Floor | 16 out of 21 | Transaction | New Property | Furnishing | Unfurnished | facing | East | overlooking | Pool, Garden/Park, Main Road | Society | Deep Indraprasth Shivanta | Ownership | Freehold | Car Parking | 2 Covered | Bathroom | 4 | Balcony | 1 | East Facing Property | Newly Constructed Property | Newly Constructed Property | 4 Bhk Primium Flat Available On Sale sp ring road Touch ambli | View Property | Nearby | One World West | Sanvi Surgical & Dental Hospital | Amrapali Shopping Mall, | Amrapali Shopping Mall | ₹ | 2.57 Cr | ₹ | 8107 per sqft | Contact Agent | Get Phone No.",257.0,1750.0,4.0,14685.714285714286,Large,4BHK,Luxury (> 2Cr),5,,437.5,Standard,2,1,2,2,2,0
